speaker_reference,text,generated_wav,language
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Desde quando o governo federal interveio para tomar conta do financiamento do hospital Mersey em Devonport, Tasmânia, o governo estadual e alguns deputados federais não gostaram desse ato e o classificaram como uma manobra no prelúdio da eleição federal que irá ser convocada em novembro.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pt_10.wav,pt
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Dacché il governo federale è intervenuto rilevando il finanziamento dell'ospedale Mersey di Devonport, in Tasmania, il governo statale e diversi deputati hanno criticato la misura come uno stratagemma preelettorale in vista delle consultazioni federali in calendario a novembre.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_it_11.wav,it
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Desde que el gobierno federal intervino y asumió la financiación del hospital Mersey, en Davenport, Tasmania, las autoridades estatales y algunos miembros del parlamento federal tacharon tal medida de engañosa, con miras en las elecciones federales, que tendrán lugar en el mes de noviembre.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_es_12.wav,es
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Et depuis, le gouvernement fédéral a pris les devants en se chargeant du financement du Mersey Hospital à Devonport, en Tasmanie. Le gouvernement d'état et certains parlementaires ont qualifié cet acte de farce à l'approche des élections de novembre.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_fr_13.wav,fr
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Nachdem die Bundesregierung eingesprungen ist, um die Finanzierung des Mersey-Krankenhauses in Devonport  zu übernehmen, haben die Landesregierung und einige Parlamentsmitglieder den Vorgang als PR-Gag im Vorfeld der für November anberaumten Bundeswahl kritisiert.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_de_14.wav,de
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_en_15.wav,en
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 깃털의 구조는 비행 용이 아니라 체온 조절이나 과시용으로 쓰였음을 암시한다. 연구원들은 어린 공룡의 꼬리에서 나온 샘플을 조사하니 유아의 솜털이 아닌 성인 공룡의 깃털이라고 이야기하였다.,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ko_16.wav,ko
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," A toll szerkezete azt sugallja, hogy nem repülésre, hanem hőmérséklet-szabályozására vagy feltűnéskeltésre használták. A kutatók megállapították, hogy bár ez egy fiatal dinoszaurusz farka, a minta felnőtt tollazatra, nem pedig egy fióka tollazatára utal.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_hu_17.wav,hu
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 羽毛の構造から、飛行の目的ではなく、体温調節や視覚的効果に使用されていたと推測されます。研究者らは、これが若い恐竜の尾であるにもかかわらず、標本は大人の羽毛を示しており、ヒヨコの羽毛ではないことを示唆しました。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ja_18.wav,ja
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ru_19.wav,ru
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_zh-cn_20.wav,zh-cn
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ar_21.wav,ar
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Struktura peří naznačuje, že nebyla používána za letu, ale spíše pro regulaci teploty nebo předvádění.  Vědci předpokládají, že i když se jedná o ocas mladého dinosaura, vzorek ukazuje dospělé peří a nikoliv mláděte.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_cs_22.wav,cs
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," De structuur van de veren lijkt erop te wijzen dat deze niet gebruikt werden om te vliegen, maar om de temperatuur te regelen of om hoe het eruit zag. De onderzoekers suggereerden dat dit de staart van een jonge dinosaurus is, maar dat dit monster juist volwassen veren laat zien en dus niet het dons van een kuiken.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_nl_23.wav,nl
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Tüylerin yapısı, uçuş amaçlı kullanılmadıklarını, daha ziyade sıcaklık düzenleme ve görüntü amaçlı kullanıldıklarını öne sürüyor. Araştırmacılar, bunun genç bir dinozorun kuyruğu olmasına rağmen numunenin yavru tüyü değil yetişkin tüyü gösterdiğini söylüyor.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_tr_24.wav,tr
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Budowa piór wskazuje, że nie służyły do latania, ale do regulowania temperatury albo na pokaz. W opinii naukowców jest to upierzenie dorosłego osobnika, a nie pisklaka, mimo że ogon należał do młodego dinozaura.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pl_25.wav,pl
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," A estrutura das penas sugere que não foram utilizadas em voo, mas sim, para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a plumagem de um adulto, e não a de um filhote.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pt_26.wav,pt
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," La struttura del piumaggio fa pensare che non fosse utilizzato per il volo, ma piuttosto per la regolazione della temperatura o per il corteggiamento. I ricercatori ipotizzano che, pur trattandosi della coda di un giovane dinosauro, il reperto mostri un piumaggio da adulto e non il piumino da pulcino.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_it_27.wav,it
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," La estructura que presenta el plumaje sugiere que su función no estaba relacionada con el vuelo, sino que las usaban para regular la temperatura o como indicador de la misma. Los investigadores sostienen que, aunque se trata de la cola de un dinosaurio joven, la muestra analizada presenta rasgos del plumaje de un adulto y no de un polluelo.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_es_28.wav,es
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," La structure des plumes suggère qu’elles n’étaient pas utilisées en vol mais plutôt pour la régulation ou l’affichage de la température. Les chercheurs ont suggéré que, même s’il s’agit de la queue d’un jeune dinosaure, l’échantillon montre un plumage d’adulte et non le duvet d’un poussin.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_fr_29.wav,fr
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Die Struktur der Federn lässt vermuten, dass sie nicht zum Fliegen,, sondern eher zur Temperaturregulierung oder zum Herzeigen verwendet wurden. Die Forscher vermuteten, dass die Probe, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, das Gefieder eines Ausgewachsenen zeigt und nicht die Daunen eines Kükens.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_de_30.wav,de
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_en_31.wav,en
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," 사회화의 중요성을 보여주기 위해 사용되는 가장 일반적인 방법 중 하나는 성장하는 동안 방치, 불운, 또는 고의적인 학대 등의 이유로 어른들에 의한 사회화가 되지 않은 소수의 불행한 어린이들의 사례를 이용하는 것입니다.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ko_32.wav,ko
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," A társadalmasítás fontosságának bemutatására hivatott egyik leggyakrabban előforduló módszere azokra a néhány sajnálatos gyerek példájára felhívni a figyelmet, akiket hanyagságból, szerencsétlenségből vagy előre megfontolt bántalmazásból nem szocializálódhattak felnőttek közegében felnőtté válásuk során.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_hu_33.wav,hu
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 社会化の重要性を示すために用いられる最も一般的な方法の1つは、育児放棄、不運、または故意の虐待によって、成長過程で大人によって社会への適応が阻まれた子供たちの数少ない不幸な事例を取りあげることです。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ja_34.wav,ja
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Одним из наиболее распространённых методов, используемых для иллюстрации важности социализации, является иллюстрация нескольких прискорбных случаев, когда дети из-за отсутствия должного внимания, неудачного стечения обстоятельств или умышленного жестокого обращения не контактировали со взрослыми во время своего взросления.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ru_35.wav,ru
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 要说明社会化的重要性，最常用的方法之一是利用少数不幸儿童的案例。这些儿童由于被忽视、遭遇不幸或遭到故意虐待，在成长过程中没有在成年人的帮助下实现社会化。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_zh-cn_36.wav,zh-cn
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, ومن بين أكثر الطرق شيوعاً التي تستخدم لتوضيح أهمية التنشئة الاجتماعية، الاعتماد على الحالات القليلة المؤسفة للأطفال الذين عانوا، من خلال الإهمال أو سوء الحظ أو الإيذاء المتعمد، غير مرتبطين اجتماعياً من جانب البالغين أثناء نشأتهم.,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ar_37.wav,ar
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Jednou z nejběžnějších metod používanou k ilustraci významu socializace je čerpání z několika nešťastných případů dětí, které kvůli zanedbávání, nešťastné náhodě nebo úmyslnému zneužití nebyly dospělými při vyrůstání socializovány.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_cs_38.wav,cs
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Een van de meest gebruikte methoden voor het illustreren van het belang van de vermaatschappelijking waren de paar betreurenswaardige gevallen van kinderen die door verwaarlozing, tegenslagen of moedwillig misbruik tijdens het opgroeien niet werden gesocialiseerd door volwassenen.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_nl_39.wav,nl
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Sosyalleşmenin önemini göstermek için kullanılan en yaygın yöntemlerden birisi büyürken yetişkinler tarafından ihmal yoluyla, istemeyerek veya bilerek taciz ederek sosyalleşmesi sağlanan çocukların yer aldığı birkaç talihsiz olaya dikkat çekmektir.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_tr_40.wav,tr
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Jednym z najbardziej popularnych sposobów obrazujących wagę socjalizacji jest oparcie się na nielicznych nieszczęśliwych przypadkach dzieci, które nie zostały uspołecznione przez dorosłych w okresie dorastania – czy to z powodu zaniedbania, nieszczęścia czy umyślnego wykorzystywania.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pl_41.wav,pl
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Um dos métodos mais comuns utilizados para ilustrar a importância da socialização é recorrer aos poucos casos lamentáveis de crianças que foram, através da negligência, infortúnio, ou do abuso intencional, não socializados por adultos enquanto estavam crescendo.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pt_42.wav,pt
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Uno dei metodi più comunemente utilizzati per spiegare l'importanza della socializzazione è quello di analizzare alcuni casi infelici di bambini che per negligenza, a seguito di sventure, o per effetto di abusi intenzionali, sono cresciuti senza una corretta socializzazione con gli adulti.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_it_43.wav,it
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Uno de los mecanismos más comúnmente usados para graficar la importancia de sociabilizar es analizar los pocos y lamentables casos de niños que, por negligencia, desgracia o abuso intencional, no fueron socializados por adultos durante su crecimiento.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_es_44.wav,es
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," L'une des méthodes les plus courantes utilisées pour illustrer l'importance de la socialisation est de s'inspirer des quelques cas malheureux d'enfants qui, par négligence, malheur ou abus volontaire, n'ont pas été socialisés par des adultes pendant leur enfance.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_fr_45.wav,fr
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Eine der gängigsten Methoden zur Veranschaulichung der Wichtigkeit der Sozialisierung ist, sich auf die paar unglücklichen Fälle von Kindern zu stützen, die aufgrund von Vernachlässigung, Unglück oder vorsätzlichem Missbrauch während ihrer Kindheit nicht von Erwachsenen sozialisiert worden sind.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_de_46.wav,de
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_en_47.wav,en
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," 예를 들면 매년 노스캐롤라이나의 베넷 스쿨 출신 학생들은 주도 여행에 관한 웹사이트를 디자인하는데, 매년 웹사이트는 리모델링되며 이전 버전은 스크랩북 형태로 온라인 서버에 남겨진다.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ko_48.wav,ko
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Például az észak-karolinai Bennet School diákjai minden évben egy, az állam fővárosába tett látogatásukról szóló weboldalt terveznek, a weboldalt minden minden évben átalakítják, de mint egy emlékkönyvet a régi verziókat is megtartják online elérhető formában.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_hu_49.wav,hu
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 例えば、ノースカロライナ州のベネットスクールの生徒は毎年、州都への旅行に関するウェブサイトを制作しており、ウェブサイトは毎年改訂されますが、旧サイトはスクラップブックとして閲覧できるようにオンラインで保管されています。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ja_50.wav,ja
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Например, ежегодно учащиеся школы Беннет в Северной Каролине создают сайт о своём посещении столицы штата, и каждый год этот сайт обновляется, но доступ к старым версиям по-прежнему сохраняется — они служат памятным альбомом.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ru_51.wav,ru
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 例如，北卡罗莱纳州本尼特学校  的学生每年都会设计一个有关他们的州府之行的网站。网站每年都会重新设计，但是老版本会在线保存，用作剪贴簿。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_zh-cn_52.wav,zh-cn
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, فعلى سبيل المثال، يقوم طلاب كل عام من مدرسة بينيت في ولاية كارولينا الشمالية بتصميم موقع إلكتروني حول رحلتهم إلى عاصمة الولاية، ويتم إعادة تصميم الموقع الإلكتروني كل سنة، ولكن يتم الاحتفاظ بالإصدارات القديمة على الإنترنت لتكون بمثابة سجل قصاصات.,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ar_53.wav,ar
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Studenti z Bennet School v Severní Karolíně například každý rok vytvářejí webovou stránku o svém výletě do hlavního města státu. Každý rok stránky přepracují, ale staré verze zůstávají online a slouží jako album.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_cs_54.wav,cs
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Zo ontwerpen bijvoorbeeld studenten van Bennet School in North Carolina elk jaar een website over hun reis naar de hoofdstad van de staat, die elk jaar opnieuw wordt vormgegeven en waarvan eerdere versies online worden bewaard om dienst te doen als plakboek.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_nl_55.wav,nl
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Örneğin, Kuzey Carolina'daki Bennet Okulu'ndan öğrenciler her yıl Eyalet Başkenti'ne yaptıkları gezilerle ilgili bir web sitesi tasarlarlar, her yıl web sitesi yeniden düzenlenir, ancak eski sürümler bir not defteri olarak kullanılmak üzere çevrimiçi olarak tutulur.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_tr_56.wav,tr
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Na przykład co roku uczniowie ze szkoły Bennet w Karolinie Północnej projektują stronę internetową na temat swojej wycieczki do stolicy stanu; co roku strona jest zmieniana, ale stare wersje pozostają online jako album.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pl_57.wav,pl
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Por exemplo, cada ano, estudantes da Bennet School, da Carolina do Norte, desenvolvem um site sobre sua viagem para a capital do estado. Todo ano, o site é remodelado, mas as versões antigas são mantidas on-line para servirem como livro de recordações.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_pt_58.wav,pt
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Per esempio, ogni anno gli studenti della Bennet School, North Carolina, progettano un sito web sul loro viaggio nella capitale; il sito web viene ridisegnato ogni anno, ma le versioni precedenti vengono conservate online e diventano un album.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_it_59.wav,it
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Por ejemplo, todos los años, los alumnos de la escuela Bennet en Carolina del Norte diseñan una página web acerca de su viaje a la capital del Estado y cada año la página se actualiza, pero se conservan en línea las versiones previas que en la forma de álbum de recuerdos.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_es_60.wav,es
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Par exemple, des étudiants de l'école Bennet en Caroline du Nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'État. Chaque année, le site est remis à jour, mais les anciennes versions sont conservées en ligne pour servir d'album.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_fr_61.wav,fr
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," Beispielsweise entwerfen Studenten der Bennet School in North Carolina jedes Jahr eine Webseite über ihre Reise in die Hauptstadt des Bundesstaates. Die Webseite wird jedes Jahr umgebaut, aber die Vorgängerversionen bleiben jedoch online  und dienen als Sammelalbum.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_de_62.wav,de
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," For example, each year students from Bennet School in North Carolina design a website about their trip to the State Capital, each year the website gets remodeled, but old versions are kept online to serve as a scrapbook.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_en_63.wav,en
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," 낭만주의의 관점에서 보자면, 지리는 개개인을 형성했고, 시간이 흐르며 그 지리에 관련된 관습과 문화가 자라났으며, 이는 사회적으로 조화을 이루었으며, 결국 임의로 법을 만들어 부과하는 것보단 나았다.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ko_64.wav,ko
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," A romanticizmus kontextusában a földrajz mintázta az egyéneket, és az idők folyamán alakultak ki az adott földrajzi helyhez kötött szokások és kultúra, amelyek összhangban lévén a közösség helyével, jobbnak bizonyultak mint az önkényesen kivetett törvények.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_hu_65.wav,hu
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, ロマン主義の文脈では、地理が個人を形成し、時間の経過とともにその地理に関わる風習や文化が生まれ、それは社会の場と調和し、勝手に押し付けられた法律よりも優れたものでした。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ja_66.wav,ja
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav," В контексте романтизма, география формировала людей, а с течением времени возникали связанные с ней обычаи и культура, которые, находясь в гармонии с местом проживания данного общества, были лучше, чем произвольно навязанные законы.",Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ru_67.wav,ru
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, 在浪漫主义的背景下，地理塑造了个体，随着时间的推移，与地理相关的习俗和文化出现了，这些习俗文化因为与社会所处的地方和谐相融，要比任意强加的法律好得多。,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_zh-cn_68.wav,zh-cn
/raid/edresson/dev/Paper/References_FT/ar_george_00000000.wav, في سياق الحركة الرومانسية، شكلت الجغرافيا الأفراد، وبمرور الوقت نشأت العادات والثقافة المتصلة بتلك الجغرافيا، وكان هؤلاء، باعتبارهم في وئام مع مكان المجتمع، أفضل من القوانين المفروضة تعسفيًا.,Evaluation/FT/XTTS_FT/Audios/ar_george_00000000.wav/ar_george_00000000.wav_ar_69.wav,ar
